SA3_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
10304,14,3,1226,23,30,3,0,31,0,53,3,0,0,0,3,0,5,0,0,0,0,0,0,0,21,33,6,0,39,0,64,0,0,0,0,0,0,3,1233,53,6,0,54,0,1289,251,3,0,0,3,0,256,5,8,0,0,15,0,14,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,16,0,0,17,0,15,0,0,0,0,0,0,0,252,18,0,0,19,0,271,54,0,0,0,0,0,54,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,54,3,0,0,3,0,52,9330,104,5,4,115,16,9459,175,434,18,0,450,0,625,3,25,21,0,52,0,54,0,9,0,3,7,0,11,180,473,36,3,510,0,691,13,5,0,0,5,14,28,9524,582,44,6,630,26,10184
10401,4,0,928,16,13,0,0,13,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,9,0,27,6,0,0,0,0,0,3,946,17,0,0,17,0,959,145,0,0,0,0,0,150,4,4,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,9,0,0,0,0,0,0,0,153,4,0,0,5,0,157,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,5889,60,0,0,60,15,5965,124,111,11,0,120,0,245,3,3,0,0,8,0,12,0,0,0,0,0,0,0,130,116,11,0,126,0,257,14,0,0,0,0,17,30,6036,178,11,0,186,32,6249
10402,14,0,1479,47,70,3,0,72,0,119,0,13,26,0,40,0,40,0,0,0,0,3,0,3,50,84,34,0,115,0,161,4,0,0,0,0,0,3,1509,101,34,3,130,3,1642,283,4,0,0,4,0,287,13,14,4,0,20,0,33,0,6,19,0,22,0,25,0,0,0,0,0,0,0,19,22,20,0,41,0,61,0,0,0,0,0,0,0,304,29,20,0,48,0,353,76,0,0,0,0,0,76,0,6,0,0,6,0,13,0,0,3,0,4,0,4,0,0,0,0,0,0,0,3,10,3,0,15,0,15,0,0,0,0,0,0,0,81,10,3,0,15,0,93,10555,174,0,3,177,25,10762,357,795,50,4,844,0,1205,5,83,178,0,259,0,272,3,11,0,9,17,0,23,369,888,227,11,1125,0,1493,20,3,0,0,3,20,46,10950,1068,227,14,1309,50,12308
10501,0,0,273,0,10,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,13,0,13,0,0,0,0,0,0,0,272,8,0,0,10,0,287,24,0,0,0,0,0,24,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,24,3,0,0,3,0,29,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,2903,24,0,0,24,7,2935,52,118,3,0,122,0,177,0,11,0,0,11,0,11,0,0,0,0,0,0,3,54,130,3,0,134,0,189,10,0,0,0,0,15,22,2961,160,3,0,159,26,3143
10502,0,4,242,3,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,8,0,0,0,0,0,0,0,243,3,0,0,3,4,246,35,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,39,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,2009,13,0,0,13,8,2030,46,58,0,0,56,0,106,0,3,0,0,3,0,3,5,0,0,0,0,0,5,54,58,0,0,55,0,106,5,0,0,0,0,11,14,2071,70,0,0,74,12,2159
10503,9,7,1178,21,40,3,0,42,0,62,0,0,0,0,5,0,5,0,0,0,0,0,0,0,21,40,3,0,46,0,65,6,0,0,0,0,0,3,1187,54,3,0,57,7,1247,192,0,0,0,0,0,197,7,8,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,12,0,16,0,0,0,0,0,0,0,197,8,0,0,11,0,206,47,0,0,0,0,0,47,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,48,0,0,0,4,0,49,9405,70,0,0,70,23,9493,175,458,11,4,476,0,647,0,39,12,0,49,0,52,0,4,0,0,4,0,4,173,500,19,4,528,0,703,25,0,0,0,0,15,41,9606,578,19,4,597,34,10233
10601,10,6,1849,25,14,3,0,12,0,35,3,0,0,0,0,0,3,0,0,0,0,0,0,0,23,16,3,0,18,0,43,3,0,0,0,0,0,4,1858,25,3,0,29,7,1893,425,3,0,0,3,0,428,5,11,0,0,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,11,0,22,0,0,0,0,0,0,0,429,12,0,0,11,0,449,152,0,0,0,0,0,154,3,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,8,0,0,0,0,0,0,0,154,3,0,0,3,0,160,13631,101,0,0,101,30,13766,179,218,7,0,230,4,413,15,10,3,0,18,0,30,0,0,0,0,0,0,0,196,232,14,0,245,4,446,15,0,0,0,0,39,56,13837,335,17,0,347,75,14271
10602,19,0,1595,22,64,3,0,67,0,85,0,3,0,0,0,0,7,0,0,0,0,0,0,0,17,64,3,0,71,0,89,0,0,0,0,0,0,4,1603,78,3,0,82,4,1687,504,3,0,0,3,0,508,6,23,3,0,30,0,35,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,30,3,0,32,0,36,0,0,0,0,0,0,0,508,34,3,0,32,0,544,196,0,0,0,0,0,202,3,6,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,12,0,15,0,0,0,0,0,0,0,205,6,0,0,12,0,210,12631,200,0,0,202,20,12853,226,553,29,0,585,0,813,5,32,11,3,48,0,55,5,0,0,0,0,0,8,237,588,46,3,633,0,868,16,0,0,3,4,6,29,12883,786,43,5,839,30,13755
10603,14,3,1374,30,33,0,0,35,0,67,0,0,0,0,3,0,4,0,0,0,0,0,0,0,34,32,3,0,34,0,66,3,0,0,0,0,4,9,1388,48,3,3,51,6,1448,367,4,0,0,4,3,375,3,8,0,0,8,0,15,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,9,0,0,9,0,14,0,0,0,0,0,0,0,375,12,0,0,12,3,391,148,0,0,0,0,0,145,7,5,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,8,0,9,0,0,0,0,0,0,0,148,7,0,0,7,0,162,9538,141,0,3,143,28,9708,240,254,3,0,265,0,508,10,17,9,0,22,0,34,0,3,0,3,8,0,8,256,278,13,3,289,0,547,25,0,0,0,0,18,48,9818,414,17,3,438,41,10302
10604,3,4,587,11,18,0,0,18,0,29,0,3,3,0,6,0,6,0,0,0,0,0,0,0,11,21,3,0,28,0,41,0,0,0,0,0,4,3,591,24,3,0,34,3,631,93,0,0,0,0,0,93,3,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,4,0,0,0,0,0,0,0,91,3,0,0,3,0,96,16,0,0,0,0,0,16,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,16,3,0,0,3,0,15,4805,38,0,0,38,15,4856,82,176,6,0,184,0,266,0,19,16,0,33,0,38,0,0,0,0,0,0,0,85,197,19,0,220,0,305,3,0,0,0,0,18,24,4894,239,19,0,257,31,5182
10701,40,0,1289,63,222,9,0,232,0,299,0,18,34,0,48,0,48,0,0,0,3,3,0,3,63,235,40,3,279,0,342,0,0,0,0,0,0,0,1307,278,39,3,321,4,1636,499,12,0,0,12,0,510,15,133,10,0,144,0,160,0,8,13,0,26,0,24,0,0,0,0,0,0,0,18,148,24,0,172,0,185,0,0,0,0,0,0,0,512,158,24,0,179,0,698,205,8,0,0,8,0,217,9,71,3,0,75,0,76,0,3,4,0,11,0,11,0,0,0,0,0,0,0,9,76,12,0,87,0,87,0,0,0,0,0,0,0,208,85,12,0,94,0,302,9598,434,19,5,457,4,10055,431,1800,72,10,1879,0,2308,12,144,200,0,344,0,349,0,7,0,10,20,0,20,436,1948,272,20,2242,0,2681,13,5,3,0,4,24,40,10050,2385,290,25,2699,33,12780
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,51,8,1889,61,137,3,0,137,0,203,0,6,7,0,9,0,14,0,0,0,4,4,0,8,67,142,13,4,157,0,223,5,0,0,0,0,0,10,1906,193,13,4,208,9,2125,656,11,0,0,11,0,671,21,86,4,0,93,0,116,0,3,7,0,6,0,6,0,0,0,0,0,0,0,21,88,9,0,101,0,121,0,0,0,0,0,0,4,682,107,9,0,114,3,796,276,9,0,0,9,3,283,19,35,3,0,39,0,58,0,3,0,0,6,0,6,0,0,0,0,0,0,0,19,40,5,0,44,0,57,0,0,0,0,0,0,0,291,44,5,0,48,3,345,13392,419,3,0,431,23,13841,437,1050,30,7,1090,5,1530,3,33,37,0,73,0,72,7,11,0,7,19,0,31,447,1098,69,16,1183,5,1631,33,3,0,0,3,8,45,13872,1528,71,17,1613,38,15524
10704,72,3,2191,124,269,22,0,290,0,413,3,21,40,0,67,0,67,3,0,0,0,0,0,4,128,296,60,0,352,0,481,3,0,0,0,0,0,3,2242,364,62,3,425,7,2678,938,25,0,3,24,0,965,45,162,12,0,169,0,215,0,13,28,0,35,0,41,3,0,0,0,0,0,3,50,171,32,0,209,0,257,6,0,0,0,0,0,6,987,199,32,6,238,0,1229,476,14,0,0,14,0,483,16,92,4,0,96,0,118,0,3,22,0,25,0,27,0,0,0,0,0,0,0,21,98,24,0,120,0,145,0,0,0,0,0,0,3,492,109,24,0,139,0,631,16584,546,12,12,569,17,17173,878,2588,138,9,2740,0,3621,10,293,241,0,534,0,544,9,4,0,5,8,0,21,897,2890,383,14,3286,0,4181,15,9,0,0,9,19,52,17501,3439,394,26,3862,45,21405
10801,10,0,499,3,9,0,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,9,0,17,3,0,0,0,0,0,3,500,16,0,0,16,0,517,78,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,4,0,0,4,0,77,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,20,3123,27,0,0,27,18,3163,42,68,0,0,68,0,108,3,3,5,0,5,0,12,0,0,0,0,0,0,0,45,73,5,0,76,0,119,15,0,0,0,0,7,19,3177,94,5,0,103,18,3296
10802,7,3,769,20,16,0,0,16,0,32,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,18,0,0,17,0,37,3,0,0,0,0,0,3,781,26,0,0,25,3,812,128,0,0,0,0,0,133,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,135,3,0,0,3,0,138,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,36,5254,60,5,0,64,14,5331,132,93,0,0,90,3,223,0,3,6,0,7,0,12,0,0,0,0,0,0,0,132,93,9,0,99,3,237,22,0,0,0,0,14,33,5403,157,8,0,161,27,5599
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,3,0,31,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,3,0,0,0,0,0,3,37,6,0,0,6,0,44
10804,12,3,1510,35,33,0,0,34,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,3,0,35,0,67,6,0,0,0,0,0,5,1531,47,3,0,49,3,1587,295,3,0,0,3,0,298,6,7,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,7,0,17,0,0,0,0,0,0,0,306,7,0,0,7,0,311,51,0,0,0,0,0,51,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,57,3,0,0,3,0,60,10031,151,0,9,157,27,10209,249,306,13,3,327,0,574,0,15,12,0,31,0,31,0,0,0,0,0,0,0,249,325,27,3,354,0,607,25,0,0,0,0,17,39,10299,471,28,8,510,39,10850
10805,5,3,966,11,21,3,0,24,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,3,0,25,0,42,7,0,0,0,0,0,8,979,28,3,0,30,8,1014,165,0,0,0,0,0,166,3,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,4,0,0,0,0,0,0,0,169,3,0,0,3,0,173,32,0,0,0,0,0,32,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,32,0,0,0,0,0,31,6394,74,0,0,75,25,6500,120,171,5,0,177,3,301,3,4,9,0,15,0,19,0,0,0,3,3,0,7,128,178,17,3,193,3,325,13,0,0,0,0,25,42,6535,250,17,3,270,61,6862
10901,11,0,1185,23,42,7,0,46,0,69,0,6,16,0,22,0,19,0,0,0,0,0,0,0,22,51,20,0,69,0,88,3,0,0,0,0,0,3,1196,64,20,0,82,0,1276,295,0,0,0,0,0,295,7,12,0,0,19,0,25,0,4,15,0,24,0,24,0,0,0,0,0,0,0,7,16,20,0,37,0,46,0,0,0,0,0,0,0,299,16,20,0,37,0,339,80,0,0,0,0,0,80,0,3,0,0,3,0,3,0,3,11,0,13,0,13,0,0,0,0,0,0,0,0,5,11,0,14,0,14,0,0,0,0,0,0,0,85,5,11,0,14,0,97,8730,79,0,0,87,8,8818,204,541,26,0,567,0,765,3,81,123,0,201,0,205,0,3,0,0,3,0,3,202,625,144,4,771,0,979,12,0,0,0,0,5,17,8943,705,143,4,859,18,9817
10902,4,0,231,3,7,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,0,9,0,0,0,0,0,0,0,226,10,0,0,8,0,241,35,0,0,0,0,0,35,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,35,3,0,0,3,0,37,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,1749,22,0,0,26,3,1774,42,59,5,0,66,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,59,11,0,63,0,110,3,0,0,0,0,4,11,1794,81,8,0,94,7,1896
10903,3,3,750,3,12,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,8,0,14,0,0,0,0,0,3,5,747,13,0,0,14,3,768,127,0,0,0,0,0,127,3,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,8,0,0,0,0,0,0,0,127,3,0,0,3,0,130,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,5693,31,4,3,39,27,5764,50,164,11,0,174,0,228,3,6,0,0,8,0,11,0,3,0,0,3,0,3,56,167,14,0,183,0,241,18,0,0,0,0,23,36,5770,203,15,3,224,45,6036
11001,12,0,637,11,22,3,0,28,0,45,0,10,0,0,11,0,11,0,0,0,0,0,0,0,11,33,5,0,41,0,49,0,0,0,0,0,0,3,638,49,5,0,49,0,694,146,0,0,0,0,0,146,0,13,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,16,0,14,0,0,0,0,0,0,0,146,13,0,0,16,0,154,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,3,0,32,4695,85,7,0,93,17,4804,111,347,21,0,370,0,479,0,68,12,0,81,0,81,3,0,0,0,0,0,4,113,412,35,0,447,0,557,4,0,0,0,0,15,24,4811,501,35,0,539,33,5384
11002,10,4,681,7,18,0,0,18,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,0,0,19,0,34,0,0,0,0,0,0,0,676,29,0,0,29,7,709,85,0,0,0,0,3,83,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,82,5,0,0,5,3,90,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,4800,54,0,0,54,15,4872,64,109,3,0,118,0,183,8,18,11,0,35,0,40,0,3,0,4,3,0,3,74,131,19,3,151,0,231,16,0,0,0,0,10,27,4894,187,19,3,210,32,5130
11003,3,0,362,3,5,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,0,8,3,0,0,0,0,0,4,366,12,0,0,10,0,383,47,0,0,0,0,0,47,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,47,3,0,0,3,0,51,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,3545,32,0,0,32,11,3586,66,118,0,0,116,0,188,0,9,3,0,10,0,11,0,0,0,0,0,0,0,72,121,4,0,125,0,202,13,0,0,0,0,18,32,3630,152,4,0,159,29,3811
11004,11,9,1406,11,57,0,0,57,0,65,0,4,4,0,10,0,7,0,0,0,0,0,0,0,11,60,6,0,62,0,77,7,0,0,0,0,0,7,1403,72,6,0,75,9,1488,217,0,0,0,0,0,221,4,5,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,8,0,0,0,0,0,0,0,223,8,0,0,6,0,230,37,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,37,0,3,0,3,0,42,11260,105,0,0,105,38,11400,129,399,7,0,408,0,537,5,30,19,0,44,0,51,0,0,0,4,6,3,9,132,431,27,4,458,3,594,41,0,0,0,0,19,60,11434,536,27,4,563,61,12053
